run	id
ptyr202	AID2749-fq2
ptyr202	AID4565-fq1
ptyr202	AID4565-fq2
ptyr202	AID8334-fq1
ptyr202	AID4238-fq1
ptyr202	AID7526-fq1
ptyr202	AID8754-fq1
ptyr203	AID3345-fq1
ptyr203	AID7531-fq2
ptyr203	AID7531-fq1
ptyr203	AID8290-fq1
ptyr203	AID8290-fq2
ptyr203	AID6847-fq1
ptyr203	AID6847-fq2
ptyr203	AID6847-fq3
ptyr203	AID8518-fq1
ptyr203	AID8518-fq2
ptyr203	AID0537-fq1
ptyr204	AID1229-fq1
ptyr204	AID6120-fq1
ptyr204	AID1229-fq2
ptyr204	AID7063-fq1
ptyr204	AID7063-fq2
ptyr204	AID2510-fq1
ptyr204	AID7930-fq1
ptyr204	AID7930-fq2
ptyr204	AID8746-fq1
ptyr205	AID0243-fq1
ptyr205	AID0243-fq2
ptyr205	AID3081-fq2
ptyr205	AID7641-fq1
ptyr205	AID3081-fq1
ptyr205	AID4114-fq1
ptyr205	AID6061-fq1
ptyr205	AID8396-fq2
ptyr205	AID8396-fq1
ptyr205	AID7641-fq2
ptyr206	AID0604-fq1
ptyr206	AID0854-fq1
ptyr206	AID4956-fq1
ptyr206	AID1343-fq1
ptyr206	AID8048-fq2
ptyr206	AID5699-fq1
ptyr206	AID8048-fq1
ptyr207	AID0405-fq1
ptyr207	AID2857-fq1
ptyr207	AID3347-fq2
ptyr207	AID3248-fq1
ptyr207	AID7928-fq1
ptyr207	AID3248-fq2
ptyr207	AID8041-fq1
ptyr207	AID3347-fq1
ptyr208	AID2730-fq1
ptyr208	AID5338-fq1
ptyr208	AID8194-fq1
ptyr208	AID8194-fq2
ptyr208	AID3708-fq1
ptyr208	AID8596-fq2
ptyr208	AID8596-fq1
ptyr208	AID7088-fq2
ptyr208	AID7088-fq1
ptyr209	AID4197-fq1
ptyr209	AID5895-fq1
ptyr209	AID6686-fq1
ptyr209	AID5185-fq1
ptyr209	AID3924-fq1
ptyr209	AID0556-fq1
ptyr20	AID2686-fq1
ptyr20	AID4507-fq1
ptyr20	AID4112-fq1
ptyr20	AID9051-fq1
ptyr20	AID4977-fq1
ptyr20	AID5668-fq1
ptyr20	AID6249-fq1
ptyr20	AID9092-fq2
ptyr20	AID9092-fq1
ptyr20	AID4112-fq2
ptyr210	AID2265-fq1
ptyr210	AID3936-fq1
ptyr210	AID3240-fq1
ptyr210	AID5101-fq1
ptyr210	AID8522-fq1
ptyr210	AID1715-fq1
ptyr211	AID0280-fq1
ptyr211	AID1488-fq1
ptyr211	AID3535-fq1
ptyr211	AID2670-fq1
ptyr211	AID3853-fq1
ptyr211	AID3128-fq1
ptyr211	AID3535-fq2
ptyr212	AID0863-fq1
ptyr212	AID5560-fq1
ptyr212	AID8640-fq1
ptyr212	AID6241-fq1
ptyr212	AID8942-fq1
ptyr212	AID7360-fq1
ptyr213	AID1512-fq1
ptyr213	AID4654-fq1
ptyr213	AID7265-fq1
ptyr213	AID8016-fq1
ptyr213	AID1512-fq2
ptyr213	AID6368-fq1
ptyr213	AID4456-fq1
ptyr214	AID1674-fq1
ptyr214	AID7607-fq1
ptyr214	AID7607-fq2
ptyr214	AID4109-fq1
ptyr214	AID8580-fq1
ptyr214	AID8580-fq2
ptyr214	AID7833-fq1
ptyr214	AID3843-fq1
ptyr215	AID1804-fq2
ptyr215	AID5347-fq1
ptyr215	AID6820-fq1
ptyr215	AID2126-fq1
ptyr215	AID7368-fq2
ptyr215	AID7368-fq1
ptyr215	AID5362-fq1
ptyr215	AID1804-fq1
ptyr216	AID3938-fq1
ptyr216	AID4203-fq1
ptyr216	AID7694-fq1
ptyr216	AID7694-fq2
ptyr216	AID6100-fq1
ptyr216	AID6100-fq2
ptyr216	AID6100-fq3
ptyr216	AID7504-fq1
ptyr216	AID3658-fq1
ptyr217	AID0388-fq1
ptyr217	AID4693-fq1
ptyr217	AID7358-fq1
ptyr217	AID1422-fq1
ptyr217	AID2335-fq1
ptyr217	AID3509-fq1
ptyr218	AID0011-fq1
ptyr218	AID1640-fq1
ptyr218	AID1640-fq2
ptyr218	AID5010-fq1
ptyr218	AID2829-fq1
ptyr218	AID2829-fq2
ptyr218	AID7204-fq2
ptyr218	AID6718-fq2
ptyr218	AID7204-fq1
ptyr219	AID2722-fq1
ptyr219	AID3114-fq1
ptyr219	AID6098-fq1
ptyr219	AID6333-fq1
ptyr219	AID4051-fq1
ptyr219	AID4051-fq2
ptyr219	AID8666-fq1
ptyr21	AID0112-fq1
ptyr21	AID5117-fq1
ptyr21	AID3338-fq1
ptyr21	AID3786-fq1
ptyr21	AID1520-fq1
ptyr21	AID4695-fq1
ptyr21	AID2610-fq1
ptyr21	AID5494-fq1
ptyr220	AID0336-fq1
ptyr220	AID0336-fq2
ptyr220	AID8908-fq1
ptyr220	AID3355-fq3
ptyr220	AID3355-fq2
ptyr220	AID1862-fq1
ptyr220	AID1862-fq2
ptyr220	AID8268-fq1
ptyr220	AID3355-fq1
ptyr220	AID0686-fq1
ptyr221	AID0812-fq1
ptyr221	AID1868-fq1
ptyr221	AID1868-fq2
ptyr221	AID4543-fq1
ptyr221	AID2684-fq1
ptyr221	AID8582-fq1
ptyr221	AID4658-fq1
ptyr221	AID0812-fq2
ptyr222	AID2648-fq1
ptyr222	AID5713-fq2
ptyr222	AID6115-fq1
ptyr222	AID5713-fq3
ptyr222	AID3127-fq1
ptyr222	AID6115-fq2
ptyr222	AID3127-fq2
ptyr222	AID5500-fq1
ptyr222	AID5485-fq1
ptyr222	AID5713-fq1
ptyr223	AID1257-fq1
ptyr223	AID5290-fq1
ptyr223	AID2626-fq1
ptyr223	AID2626-fq2
ptyr223	AID2939-fq1
ptyr223	AID4032-fq1
ptyr223	AID2939-fq2
ptyr223	AID4390-fq1
ptyr223	AID4390-fq2
ptyr224	AID0837-fq1
ptyr224	AID3373-fq1
ptyr224	AID2300-fq1
ptyr224	AID0895-fq1
ptyr224	AID4672-fq1
ptyr224	AID4378-fq1
ptyr225	AID0569-fq1
ptyr225	AID1834-fq1
ptyr225	AID4591-fq1
ptyr225	AID4926-fq1
ptyr225	AID7231-fq1
ptyr225	AID2712-fq1
ptyr226	AID1642-fq1
ptyr226	AID5400-fq1
ptyr226	AID9060-fq1
ptyr226	AID4497-fq1
ptyr226	AID4405-fq1
ptyr226	AID6897-fq1
ptyr227	AID0734-fq1
ptyr227	AID3057-fq1
ptyr227	AID4352-fq1
ptyr227	AID4266-fq1
ptyr227	AID7172-fq1
ptyr227	AID4716-fq1
ptyr228	AID4567-fq1
ptyr228	AID8174-fq1
ptyr228	AID5390-fq1
ptyr228	AID6059-fq1
ptyr228	AID8683-fq1
ptyr228	AID1578-fq1
ptyr229	AID0106-fq1
ptyr229	AID4354-fq1
ptyr229	AID9093-fq1
ptyr229	AID0313-fq1
ptyr229	AID4626-fq1
ptyr229	AID8607-fq1
ptyr22	AID1809-fq1
ptyr22	AID6551-fq1
ptyr22	AID6551-fq2
ptyr22	AID2966-fq1
ptyr22	AID4093-fq1
ptyr22	AID3293-fq1
ptyr22	AID7414-fq2
ptyr22	AID7414-fq1
ptyr22	AID4630-fq1
ptyr22	AID8087-fq1
ptyr230	AID1633-fq1
ptyr230	AID5304-fq1
ptyr230	AID8857-fq1
ptyr230	AID2862-fq1
ptyr230	AID5300-fq1
ptyr230	AID7997-fq1
ptyr231	AID1814-fq1
ptyr231	AID4394-fq1
ptyr231	AID4512-fq1
ptyr231	AID6434-fq1
ptyr231	AID7737-fq1
ptyr231	AID6434-fq2
ptyr231	AID1537-fq1
ptyr232	AID1808-fq1
ptyr232	AID9079-fq1
ptyr232	AID6933-fq1
ptyr232	AID6933-fq2
ptyr232	AID2467-fq1
ptyr232	AID2641-fq1
ptyr232	AID6321-fq1
ptyr233	AID0845-fq1
ptyr233	AID3920-fq1
ptyr233	AID8181-fq1
ptyr233	AID1297-fq1
ptyr233	AID7430-fq1
ptyr233	AID4757-fq1
ptyr234	AID0595-fq1
ptyr234	AID4979-fq1
ptyr234	AID4979-fq3
ptyr234	AID4979-fq2
ptyr234	AID2663-fq1
ptyr234	AID7990-fq1
ptyr234	AID6239-fq1
ptyr234	AID2545-fq1
ptyr235	AID0709-fq1
ptyr235	AID4232-fq2
ptyr235	AID8277-fq1
ptyr235	AID4232-fq1
ptyr235	AID5679-fq1
ptyr235	AID8636-fq1
ptyr235	AID3272-fq1
ptyr236	AID1746-fq1
ptyr236	AID2612-fq1
ptyr236	AID5697-fq1
ptyr236	AID5663-fq1
ptyr236	AID7806-fq1
ptyr236	AID5326-fq1
ptyr237	AID5308-fq1
ptyr237	AID8880-fq1
ptyr237	AID8273-fq1
ptyr237	AID8206-fq1
ptyr237	AID8658-fq1
ptyr237	AID8738-fq1
ptyr237	AID8738-fq2
ptyr238	AID1478-fq1
ptyr238	AID7845-fq1
ptyr238	AID5586-fq1
ptyr238	AID1690-fq1
ptyr238	AID6256-fq2
ptyr238	AID6256-fq3
ptyr238	AID6598-fq1
ptyr238	AID6256-fq1
ptyr239	AID0325-fq1
ptyr239	AID7899-fq1
ptyr239	AID6486-fq1
ptyr239	AID3489-fq1
ptyr239	AID4021-fq1
ptyr239	AID3489-fq2
ptyr239	AID1902-fq1
ptyr239	AID4021-fq2
ptyr23	AID1912-fq1
ptyr23	AID6670-fq1
ptyr23	AID5225-fq1
ptyr23	AID3159-fq1
ptyr23	AID8750-fq1
ptyr23	AID5555-fq1
ptyr23	AID4244-fq1
ptyr23	AID4386-fq1
ptyr240	AID4033-fq1
ptyr240	AID6420-fq1
ptyr240	AID6480-fq1
ptyr240	AID7419-fq1
ptyr240	AID7277-fq1
ptyr240	AID6571-fq1
ptyr241	AID0401-fq1
ptyr241	AID7856-fq1
ptyr241	AID1699-fq1
ptyr241	AID3546-fq1
ptyr241	AID4315-fq1
ptyr241	AID3983-fq1
ptyr242	AID1687-fq1
ptyr242	AID4261-fq1
ptyr242	AID7839-fq1
ptyr242	AID5323-fq1
ptyr242	AID7049-fq2
ptyr242	AID7049-fq1
ptyr242	AID5572-fq1
ptyr243	AID2260-fq1
ptyr243	AID2486-fq1
ptyr243	AID8808-fq1
ptyr243	AID3224-fq1
ptyr243	AID3224-fq2
ptyr243	AID3491-fq1
ptyr243	AID4534-fq1
ptyr244	AID1196-fq1
ptyr244	AID4709-fq1
ptyr244	AID2724-fq1
ptyr244	AID4709-fq2
ptyr244	AID3916-fq1
ptyr244	AID3916-fq2
ptyr244	AID8199-fq1
ptyr244	AID1139-fq1
ptyr245	AID0155-fq1
ptyr245	AID0155-fq2
ptyr245	AID6391-fq1
ptyr245	AID7427-fq1
ptyr245	AID7427-fq2
ptyr245	AID3428-fq1
ptyr245	AID5979-fq1
ptyr245	AID5979-fq2
ptyr245	AID5979-fq3
ptyr245	AID8537-fq1
ptyr246	AID0650-fq1
ptyr246	AID6066-fq1
ptyr246	AID2518-fq1
ptyr246	AID5110-fq1
ptyr246	AID3245-fq1
ptyr246	AID3112-fq1
ptyr246	AID3979-fq1
ptyr247	AID0224-fq1
ptyr247	AID6837-fq1
ptyr247	AID6837-fq2
ptyr247	AID2060-fq1
ptyr247	AID6227-fq1
ptyr247	AID0795-fq1
ptyr247	AID6698-fq1
ptyr247	AID7216-fq2
ptyr247	AID7216-fq1
ptyr247	AID7194-fq1
ptyr248	AID1369-fq1
ptyr248	AID1369-fq2
ptyr248	AID4540-fq1
ptyr248	AID8058-fq1
ptyr248	AID2428-fq1
ptyr248	AID2428-fq2
ptyr248	AID3351-fq1
ptyr248	AID3351-fq2
ptyr248	AID7942-fq1
ptyr248	AID7942-fq2
ptyr248	AID8894-fq1
ptyr248	AID7598-fq1
ptyr248	AID7598-fq2
ptyr249	AID3487-fq1
ptyr249	AID6190-fq1
ptyr249	AID6190-fq2
ptyr249	AID6726-fq1
ptyr249	AID6096-fq1
ptyr249	AID6726-fq2
ptyr249	AID8402-fq1
ptyr249	AID8469-fq1
ptyr249	AID8520-fq1
ptyr249	AID4878-fq1
ptyr24	AID0415-fq1
ptyr24	AID2137-fq1
ptyr24	AID6369-fq1
ptyr24	AID7128-fq1
ptyr24	AID5775-fq1
ptyr24	AID7797-fq1
ptyr24	AID3316-fq1
ptyr24	AID5099-fq1
ptyr250	AID0427-fq1
ptyr250	AID3629-fq1
ptyr250	AID5449-fq1
ptyr250	AID3629-fq3
ptyr250	AID3629-fq2
ptyr250	AID5647-fq1
ptyr250	AID5744-fq1
ptyr250	AID5687-fq1
ptyr250	AID5687-fq3
ptyr250	AID5687-fq2
ptyr250	AID5687-fq4
ptyr250	AID6780-fq1
ptyr250	AID4574-fq1
ptyr252	AID1409-fq1
ptyr252	AID5246-fq1
ptyr252	AID6403-fq1
ptyr252	AID2777-fq1
ptyr252	AID7047-fq1
ptyr252	AID7668-fq1
ptyr252	AID7181-fq1
ptyr252	AID8818-fq1
ptyr253	AID0443-fq1
ptyr253	AID1873-fq1
ptyr253	AID1873-fq2
ptyr253	AID1960-fq1
ptyr253	AID9112-fq1
ptyr253	AID5469-fq1
ptyr253	AID6944-fq1
ptyr253	AID8977-fq1
ptyr253	AID0881-fq2
ptyr253	AID0881-fq1
ptyr254	AID1365-fq1
ptyr254	AID1970-fq1
ptyr254	AID6974-fq1
ptyr254	AID7940-fq1
ptyr254	AID8465-fq1
ptyr254	AID2071-fq1
ptyr254	AID9059-fq1
ptyr254	AID8509-fq1
ptyr255	AID0129-fq1
ptyr255	AID4147-fq1
ptyr255	AID3385-fq1
ptyr255	AID2113-fq1
ptyr255	AID2113-fq2
ptyr255	AID7336-fq1
ptyr255	AID7336-fq2
ptyr255	AID8200-fq1
ptyr255	AID6578-fq1
ptyr255	AID8467-fq1
ptyr256	AID1770-fq1
ptyr256	AID5193-fq1
ptyr256	AID7530-fq1
ptyr256	AID7078-fq1
ptyr256	AID7078-fq2
ptyr256	AID3551-fq1
ptyr256	AID7451-fq1
ptyr256	AID9123-fq1
ptyr256	AID8190-fq1
ptyr257	AID0142-fq1
ptyr257	AID3286-fq1
ptyr257	AID4656-fq1
ptyr257	AID4699-fq1
ptyr257	AID7396-fq1
ptyr257	AID4699-fq2
ptyr257	AID8484-fq1
ptyr257	AID6957-fq1
ptyr257	AID1391-fq1
ptyr258	AID2059-fq1
ptyr258	AID2059-fq2
ptyr258	AID5386-fq1
ptyr258	AID5618-fq1
ptyr258	AID7480-fq1
ptyr258	AID8937-fq1
ptyr258	AID7937-fq1
ptyr258	AID1460-fq1
ptyr258	AID0008-fq1
ptyr259	AID0861-fq1
ptyr259	AID7678-fq1
ptyr259	AID0861-fq2
ptyr259	AID7678-fq2
ptyr259	AID3622-fq1
ptyr259	AID4952-fq1
ptyr259	AID7650-fq1
ptyr259	AID3907-fq1
ptyr259	AID0791-fq1
ptyr259	AID8712-fq1
ptyr259	AID7678-fq3
ptyr25	AID0611-fq1
ptyr25	AID0751-fq1
ptyr25	AID1986-fq1
ptyr25	AID5104-fq1
ptyr25	AID2782-fq1
ptyr25	AID2033-fq1
ptyr25	AID2275-fq1
ptyr25	AID1797-fq1
ptyr260	AID2101-fq1
ptyr260	AID3560-fq1
ptyr260	AID8120-fq1
ptyr260	AID5070-fq1
ptyr260	AID8120-fq2
ptyr260	AID3080-fq1
ptyr260	AID3080-fq4
ptyr260	AID3080-fq3
ptyr260	AID4029-fq2
ptyr260	AID7285-fq1
ptyr260	AID3080-fq2
ptyr260	AID4029-fq1
ptyr260	AID3147-fq1
ptyr261	AID1372-fq1
ptyr261	AID4372-fq1
ptyr261	AID6318-fq1
ptyr261	AID8575-fq1
ptyr261	AID2062-fq1
ptyr261	AID2771-fq1
ptyr261	AID2771-fq2
ptyr261	AID8626-fq2
ptyr261	AID7321-fq1
ptyr261	AID8626-fq1
ptyr262	AID0959-fq1
ptyr262	AID1094-fq1
ptyr262	AID8562-fq1
ptyr262	AID4240-fq1
ptyr262	AID1985-fq1
ptyr262	AID6589-fq1
ptyr262	AID7909-fq1
ptyr263	AID1039-fq1
ptyr263	AID8783-fq1
ptyr263	AID8146-fq1
ptyr263	AID5044-fq2
ptyr263	AID5736-fq1
ptyr263	AID4521-fq2
ptyr263	AID4609-fq1
ptyr263	AID5044-fq1
ptyr263	AID8146-fq2
ptyr263	AID5852-fq1
ptyr263	AID4521-fq1
ptyr264	AID2266-fq1
ptyr264	AID4280-fq1
ptyr264	AID3300-fq1
ptyr264	AID3300-fq2
ptyr264	AID8146-fq2
ptyr264	AID4925-fq1
ptyr264	AID4925-fq2
ptyr264	AID2790-fq1
ptyr264	AID8783-fq1
ptyr264	AID6469-fq1
ptyr264	AID8146-fq1
ptyr264	AID3300-fq3
ptyr265	AID0083-fq1
ptyr265	AID5824-fq1
ptyr265	AID0083-fq2
ptyr265	AID2439-fq1
ptyr265	AID1987-fq1
ptyr265	AID5383-fq1
ptyr265	AID2052-fq1
ptyr265	AID5195-fq1
ptyr265	AID7911-fq1
ptyr266	AID0570-fq1
ptyr266	AID3613-fq1
ptyr266	AID8575-fq1
ptyr266	AID1372-fq1
ptyr266	AID1325-fq1
ptyr266	AID4302-fq1
ptyr266	AID4813-fq1
ptyr266	AID6171-fq1
ptyr267	AID1185-fq1
ptyr267	AID1185-fq2
ptyr267	AID1402-fq1
ptyr267	AID3770-fq1
ptyr267	AID5450-fq1
ptyr267	AID2061-fq1
ptyr267	AID6014-fq1
ptyr267	AID6014-fq2
ptyr267	AID5329-fq1
ptyr267	AID5450-fq2
ptyr267	AID1562-fq1
ptyr268	AID0083-fq1
ptyr268	AID0083-fq2
ptyr268	AID0905-fq1
ptyr268	AID2057-fq1
ptyr268	AID8361-fq1
ptyr268	AID1441-fq1
ptyr268	AID3061-fq1
ptyr268	AID3061-fq2
ptyr268	AID5195-fq1
ptyr268	AID5922-fq1
ptyr269	AID1114-fq1
ptyr269	AID2113-fq1
ptyr269	AID2113-fq2
ptyr269	AID4582-fq1
ptyr269	AID2251-fq1
ptyr269	AID5152-fq1
ptyr269	AID8664-fq1
ptyr269	AID8200-fq1
ptyr269	AID6013-fq1
ptyr269	AID6013-fq3
ptyr269	AID6013-fq2
ptyr26	AID0422-fq1
ptyr26	AID2990-fq1
ptyr26	AID6595-fq1
ptyr26	AID0865-fq1
ptyr26	AID2687-fq1
ptyr26	AID1249-fq1
ptyr26	AID5124-fq1
ptyr26	AID7246-fq1
ptyr270	AID0102-fq1
ptyr270	AID7619-fq2
ptyr270	AID4830-fq1
ptyr270	AID7545-fq1
ptyr270	AID2624-fq1
ptyr270	AID7304-fq1
ptyr270	AID6518-fq1
ptyr270	AID7028-fq1
ptyr270	AID7619-fq1
ptyr271	AID1621-fq1
ptyr271	AID4682-fq1
ptyr271	AID5833-fq1
ptyr271	AID3208-fq1
ptyr271	AID3749-fq1
ptyr271	AID3386-fq1
ptyr271	AID1582-fq1
ptyr271	AID9095-fq1
ptyr272	AID2767-fq1
ptyr272	AID5035-fq1
ptyr272	AID7929-fq1
ptyr272	AID2792-fq1
ptyr272	AID2792-fq3
ptyr272	AID2792-fq2
ptyr272	AID3113-fq1
ptyr272	AID8906-fq1
ptyr272	AID6271-fq1
ptyr272	AID8906-fq2
ptyr272	AID8678-fq1
ptyr272	AID3113-fq2
ptyr273	AID1246-fq1
ptyr273	AID8477-fq1
ptyr273	AID7298-fq1
ptyr273	AID3259-fq2
ptyr273	AID5327-fq1
ptyr273	AID5371-fq1
ptyr273	AID6856-fq1
ptyr273	AID2049-fq1
ptyr273	AID3259-fq1
ptyr274	AID1414-fq1
ptyr274	AID4004-fq1
ptyr274	AID4004-fq2
ptyr274	AID6149-fq1
ptyr274	AID3995-fq1
ptyr274	AID3995-fq2
ptyr274	AID3995-fq3
ptyr274	AID2975-fq1
ptyr274	AID4284-fq1
ptyr274	AID7728-fq1
ptyr274	AID7728-fq2
ptyr274	AID5720-fq1
ptyr275	AID0130-fq1
ptyr275	AID4511-fq1
ptyr275	AID3882-fq1
ptyr275	AID3267-fq1
ptyr275	AID2894-fq1
ptyr275	AID2894-fq2
ptyr275	AID4983-fq1
ptyr275	AID5046-fq1
ptyr275	AID7010-fq1
ptyr276	AID1130-fq1
ptyr276	AID6385-fq1
ptyr276	AID7056-fq1
ptyr276	AID8111-fq1
ptyr276	AID1697-fq1
ptyr276	AID2914-fq1
ptyr276	AID2914-fq2
ptyr276	AID5847-fq1
ptyr276	AID3773-fq1
ptyr277	AID0553-fq1
ptyr277	AID8875-fq1
ptyr277	AID8122-fq1
ptyr277	AID3088-fq1
ptyr277	AID3088-fq2
ptyr277	AID7077-fq1
ptyr277	AID5794-fq1
ptyr277	AID5794-fq2
ptyr277	AID3885-fq1
ptyr277	AID3885-fq2
ptyr277	AID5135-fq1
ptyr278	AID0383-fq2
ptyr278	AID2440-fq3
ptyr278	AID2440-fq2
ptyr278	AID6719-fq2
ptyr278	AID2440-fq1
ptyr278	AID1779-fq1
ptyr278	AID3488-fq1
ptyr278	AID3488-fq2
ptyr278	AID5091-fq1
ptyr278	AID5091-fq2
ptyr278	AID8549-fq1
ptyr278	AID0383-fq1
ptyr278	AID3884-fq1
ptyr278	AID6719-fq1
ptyr279	AID0109-fq1
ptyr279	AID0760-fq1
ptyr279	AID3644-fq1
ptyr279	AID5281-fq1
ptyr279	AID0625-fq1
ptyr279	AID3275-fq1
ptyr279	AID3275-fq2
ptyr279	AID3275-fq3
ptyr279	AID6381-fq1
ptyr279	AID7622-fq1
ptyr279	AID7622-fq2
ptyr27	AID1484-fq1
ptyr27	AID2998-fq1
ptyr27	AID2234-fq1
ptyr27	AID3578-fq1
ptyr27	AID8157-fq1
ptyr27	AID5403-fq1
ptyr27	AID6782-fq1
ptyr27	AID2859-fq1
ptyr280	AID0792-fq1
ptyr280	AID3204-fq1
ptyr280	AID3204-fq3
ptyr280	AID3204-fq4
ptyr280	AID3204-fq2
ptyr280	AID9114-fq2
ptyr280	AID9114-fq1
ptyr280	AID3795-fq1
ptyr280	AID7103-fq1
ptyr280	AID0918-fq1
ptyr280	AID1995-fq1
ptyr280	AID3631-fq1
ptyr280	AID7103-fq2
ptyr281	AID0952-fq1
ptyr281	AID8100-fq1
ptyr281	AID6077-fq1
ptyr281	AID8874-fq1
ptyr281	AID8874-fq2
ptyr281	AID1719-fq1
ptyr281	AID5938-fq1
ptyr281	AID3898-fq1
ptyr281	AID8251-fq1
ptyr281	AID6077-fq2
ptyr282	AID2910-fq1
ptyr282	AID3012-fq1
ptyr282	AID5694-fq1
ptyr282	AID7438-fq1
ptyr282	AID4236-fq1
ptyr282	AID6565-fq1
ptyr282	AID5764-fq1
ptyr282	AID6405-fq1
ptyr283	AID0799-fq1
ptyr283	AID7162-fq2
ptyr283	AID7162-fq1
ptyr283	AID6804-fq1
ptyr283	AID2166-fq1
ptyr283	AID3871-fq1
ptyr283	AID7384-fq1
ptyr283	AID4495-fq1
ptyr283	AID5771-fq1
ptyr284	AID0376-fq1
ptyr284	AID7120-fq1
ptyr284	AID1133-fq2
ptyr284	AID4094-fq1
ptyr284	AID4937-fq1
ptyr284	AID0872-fq1
ptyr284	AID2414-fq3
ptyr284	AID2414-fq1
ptyr284	AID2414-fq4
ptyr284	AID4254-fq1
ptyr284	AID4254-fq3
ptyr284	AID4254-fq2
ptyr284	AID2414-fq2
ptyr284	AID1133-fq1
ptyr285	AID2378-fq1
ptyr285	AID9113-fq1
ptyr285	AID8550-fq1
ptyr285	AID8739-fq1
ptyr285	AID8739-fq2
ptyr285	AID8739-fq3
ptyr285	AID4373-fq1
ptyr285	AID4473-fq1
ptyr285	AID7550-fq1
ptyr285	AID8674-fq1
ptyr286	AID2673-fq1
ptyr286	AID4481-fq1
ptyr286	AID5051-fq1
ptyr286	AID4951-fq1
ptyr286	AID2733-fq1
ptyr286	AID8403-fq1
ptyr286	AID5374-fq1
ptyr286	AID6071-fq1
ptyr287	AID0467-fq1
ptyr287	AID1618-fq1
ptyr287	AID1507-fq1
ptyr287	AID1618-fq2
ptyr287	AID6734-fq1
ptyr287	AID5364-fq2
ptyr287	AID7183-fq1
ptyr287	AID7183-fq2
ptyr287	AID5364-fq1
ptyr287	AID2741-fq1
ptyr287	AID4921-fq1
ptyr288	AID1172-fq1
ptyr288	AID8685-fq1
ptyr288	AID5788-fq1
ptyr288	AID4253-fq1
ptyr288	AID4253-fq2
ptyr289	AID4959-fq1
ptyr289	AID4959-fq2
ptyr289	AID7852-fq1
ptyr289	AID1785-fq1
ptyr289	AID4635-fq1
ptyr289	AID2902-fq1
ptyr28	AID3504-fq1
ptyr28	AID5018-fq1
ptyr28	AID6972-fq1
ptyr28	AID5588-fq1
ptyr28	AID8871-fq1
ptyr28	AID3504-fq2
ptyr28	AID7308-fq1
ptyr28	AID5708-fq1
ptyr28	AID2635-fq1
ptyr290	AID3031-fq1
ptyr290	AID8234-fq1
ptyr290	AID3939-fq1
ptyr290	AID3939-fq2
ptyr290	AID1208-fq1
ptyr290	AID8039-fq1
ptyr291	AID0907-fq1
ptyr291	AID3626-fq1
ptyr291	AID8355-fq1
ptyr291	AID3279-fq1
ptyr291	AID4786-fq1
ptyr291	AID4786-fq2
ptyr292	AID3699-fq1
ptyr292	AID6760-fq1
ptyr292	AID6760-fq2
ptyr292	AID7965-fq1
ptyr292	AID7965-fq2
ptyr292	AID4371-fq1
ptyr292	AID7118-fq1
ptyr293	AID0214-fq1
ptyr293	AID1513-fq1
ptyr293	AID5229-fq1
ptyr293	AID6416-fq1
ptyr293	AID5976-fq1
ptyr294	AID0748-fq1
ptyr294	AID3581-fq1
ptyr294	AID6247-fq1
ptyr294	AID5129-fq1
ptyr294	AID4914-fq1
ptyr295	AID2352-fq1
ptyr295	AID3593-fq1
ptyr295	AID3593-fq2
ptyr295	AID5936-fq1
ptyr295	AID2735-fq1
ptyr295	AID3824-fq1
ptyr296	AID0621-fq1
ptyr296	AID6702-fq1
ptyr296	AID0929-fq1
ptyr296	AID1613-fq1
ptyr296	AID6853-fq1
ptyr297	AID2258-fq1
ptyr297	AID8763-fq1
ptyr297	AID8763-fq2
ptyr297	AID2800-fq1
ptyr297	AID7020-fq1
ptyr297	AID5303-fq1
ptyr298	AID1137-fq1
ptyr298	AID1843-fq1
ptyr298	AID2642-fq1
ptyr298	AID2642-fq2
ptyr298	AID4525-fq2
ptyr298	AID7982-fq1
ptyr298	AID4525-fq1
ptyr299	AID0224-fq1
ptyr299	AID0795-fq1
ptyr299	AID6330-fq1
ptyr299	AID6852-fq1
ptyr299	AID6475-fq1
ptyr29	AID0222-fq1
ptyr29	AID0411-fq1
ptyr29	AID1846-fq1
ptyr29	AID4127-fq1
ptyr29	AID8809-fq1
ptyr29	AID3459-fq1
ptyr29	AID3459-fq2
ptyr29	AID3514-fq1
ptyr29	AID8499-fq1
ptyr2	AID2204-fq1
ptyr2	AID2957-fq1
ptyr2	AID6641-fq1
ptyr2	AID8356-fq1
ptyr2	AID3169-fq3
ptyr2	AID7584-fq1
ptyr2	AID5564-fq3
ptyr2	AID7784-fq1
ptyr2	AID3169-fq1
ptyr2	AID3169-fq2
ptyr2	AID5564-fq1
ptyr2	AID5564-fq2
ptyr300	AID0377-fq1
ptyr300	AID2406-fq1
ptyr300	AID7582-fq1
ptyr300	AID8005-fq1
ptyr300	AID3607-fq1
ptyr301	AID0540-fq1
ptyr301	AID8899-fq1
ptyr301	AID8082-fq1
ptyr301	AID5759-fq1
ptyr301	AID8665-fq1
ptyr302	AID5863-fq1
ptyr302	AID8165-fq1
ptyr302	AID5518-fq1
ptyr302	AID5863-fq2
ptyr302	AID7454-fq1
ptyr302	AID5518-fq2
ptyr302	AID0081-fq1
ptyr303	AID0429-fq1
ptyr303	AID3825-fq1
ptyr303	AID3482-fq1
ptyr303	AID4410-fq1
ptyr303	AID5098-fq2
ptyr303	AID5098-fq1
