"labels","vals"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_bulk_ess","844.8"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_tail_ess","1972.12"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_median","1.07"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_lower","0.91"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_upper","1.23"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_bulk_ess","913.37"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_tail_ess","1917.57"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_median","-0.11"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_lower","-0.26"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_upper","0.04"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_bulk_ess","1170.16"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_tail_ess","2045.55"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_median","0.11"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_lower","-0.04"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_upper","0.26"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_bulk_ess","1170.16"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_tail_ess","2045.55"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_median","1.5"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_lower","1.38"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_upper","1.64"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_bulk_ess","2808.79"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_tail_ess","4816.16"
"empirical_sexpever_men_complete_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_median","-2.97"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_lower","-3.65"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_upper","-2.41"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_bulk_ess","3267.05"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_tail_ess","3510.48"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_median","-5.84"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_lower","-6.34"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_upper","-5.37"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_bulk_ess","3749.42"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_tail_ess","4630.76"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_median","0.73"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_lower","0.41"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_upper","1.02"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_bulk_ess","4232.12"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_tail_ess","5380.69"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_median","0.76"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_lower","0.22"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_upper","1.4"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_bulk_ess","3906.19"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_tail_ess","3940.6"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_median","-0.76"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_lower","-1.4"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_upper","-0.22"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_bulk_ess","3906.19"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_tail_ess","3940.6"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_median","0"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_lower","-0.1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_upper","0.07"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_bulk_ess","3382.91"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_tail_ess","2966.97"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_median","0.04"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_lower","-0.03"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_upper","0.14"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_bulk_ess","3353.77"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_tail_ess","2592.48"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_median","-0.04"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_lower","-0.14"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_upper","0.03"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_bulk_ess","3353.77"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_tail_ess","2592.48"
"empirical_sexpever_men_complete_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_sexpever_men_complete_n_participant_visits","516"
"empirical_var_select_fit_logit_prob_mi_baseline_median_percent","-292.79"
"empirical_var_select_fit_logit_prob_mi_baseline_lower_percent","-330.11"
"empirical_var_select_fit_logit_prob_mi_baseline_upper_percent","-260.1"
"empirical_var_select_fit_logit_prob_mi_fpr_median_percent","-573.22"
"empirical_var_select_fit_logit_prob_mi_fpr_lower_percent","-597.28"
"empirical_var_select_fit_logit_prob_mi_fpr_upper_percent","-550.58"
"empirical_var_select_fit_logit_prob_mi_fnr_median_percent","30.87"
"empirical_var_select_fit_logit_prob_mi_fnr_lower_percent","12"
"empirical_var_select_fit_logit_prob_mi_fnr_upper_percent","47.99"
"empirical_var_select_fit_prob_mi_fpr_median_percent","0.32"
"empirical_var_select_fit_prob_mi_fpr_lower_percent","0.25"
"empirical_var_select_fit_prob_mi_fpr_upper_percent","0.4"
"empirical_var_select_fit_prob_mi_fnr_median_percent","57.66"
"empirical_var_select_fit_prob_mi_fnr_lower_percent","53"
"empirical_var_select_fit_prob_mi_fnr_upper_percent","61.77"
"empirical_var_select_fit_prob_mi_median_percent","5.75"
"empirical_var_select_fit_prob_mi_lower_percent","4.44"
"empirical_var_select_fit_prob_mi_upper_percent","7.01"
"empirical_var_select_fit_prob_mi_median_percent_int","6"
"empirical_var_select_fit_logit_prob_seq_baseline_median","1.23"
"empirical_var_select_fit_logit_prob_seq_baseline_lower","1.15"
"empirical_var_select_fit_logit_prob_seq_baseline_upper","1.31"
"empirical_var_select_fit_logit_prob_seq_baseline_bulk_ess","1315.59"
"empirical_var_select_fit_logit_prob_seq_baseline_tail_ess","2623.49"
"empirical_var_select_fit_logit_prob_seq_baseline_rhat","1"
"empirical_var_select_fit_logit_prob_seq_coeffs1_median","-1.21"
"empirical_var_select_fit_logit_prob_seq_coeffs1_lower","-1.29"
"empirical_var_select_fit_logit_prob_seq_coeffs1_upper","-1.13"
"empirical_var_select_fit_logit_prob_seq_coeffs1_bulk_ess","1323.57"
"empirical_var_select_fit_logit_prob_seq_coeffs1_tail_ess","2776.48"
"empirical_var_select_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_var_select_fit_logit_prob_seq_coeffs2_median","1.21"
"empirical_var_select_fit_logit_prob_seq_coeffs2_lower","1.13"
"empirical_var_select_fit_logit_prob_seq_coeffs2_upper","1.29"
"empirical_var_select_fit_logit_prob_seq_coeffs2_bulk_ess","1323.57"
"empirical_var_select_fit_logit_prob_seq_coeffs2_tail_ess","2776.48"
"empirical_var_select_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_var_select_fit_logit_prob_seq_coeffs3_median","1.2"
"empirical_var_select_fit_logit_prob_seq_coeffs3_lower","1.12"
"empirical_var_select_fit_logit_prob_seq_coeffs3_upper","1.29"
"empirical_var_select_fit_logit_prob_seq_coeffs3_bulk_ess","1431.32"
"empirical_var_select_fit_logit_prob_seq_coeffs3_tail_ess","2530.24"
"empirical_var_select_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_var_select_fit_logit_prob_seq_coeffs4_median","-0.27"
"empirical_var_select_fit_logit_prob_seq_coeffs4_lower","-0.35"
"empirical_var_select_fit_logit_prob_seq_coeffs4_upper","-0.19"
"empirical_var_select_fit_logit_prob_seq_coeffs4_bulk_ess","1162.68"
"empirical_var_select_fit_logit_prob_seq_coeffs4_tail_ess","1996.82"
"empirical_var_select_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_var_select_fit_logit_prob_seq_coeffs5_median","0.27"
"empirical_var_select_fit_logit_prob_seq_coeffs5_lower","0.19"
"empirical_var_select_fit_logit_prob_seq_coeffs5_upper","0.35"
"empirical_var_select_fit_logit_prob_seq_coeffs5_bulk_ess","1162.68"
"empirical_var_select_fit_logit_prob_seq_coeffs5_tail_ess","1996.82"
"empirical_var_select_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_var_select_fit_logit_prob_seq_ind_sd_median","1.53"
"empirical_var_select_fit_logit_prob_seq_ind_sd_lower","1.47"
"empirical_var_select_fit_logit_prob_seq_ind_sd_upper","1.6"
"empirical_var_select_fit_logit_prob_seq_ind_sd_bulk_ess","4085.89"
"empirical_var_select_fit_logit_prob_seq_ind_sd_tail_ess","5508.42"
"empirical_var_select_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_var_select_fit_logit_prob_mi_baseline_median","-2.93"
"empirical_var_select_fit_logit_prob_mi_baseline_lower","-3.3"
"empirical_var_select_fit_logit_prob_mi_baseline_upper","-2.6"
"empirical_var_select_fit_logit_prob_mi_baseline_bulk_ess","5008.05"
"empirical_var_select_fit_logit_prob_mi_baseline_tail_ess","5312.55"
"empirical_var_select_fit_logit_prob_mi_baseline_rhat","1"
"empirical_var_select_fit_logit_prob_mi_fpr_median","-5.73"
"empirical_var_select_fit_logit_prob_mi_fpr_lower","-5.97"
"empirical_var_select_fit_logit_prob_mi_fpr_upper","-5.51"
"empirical_var_select_fit_logit_prob_mi_fpr_bulk_ess","4459.73"
"empirical_var_select_fit_logit_prob_mi_fpr_tail_ess","5111.26"
"empirical_var_select_fit_logit_prob_mi_fpr_rhat","1"
"empirical_var_select_fit_logit_prob_mi_fnr_median","0.31"
"empirical_var_select_fit_logit_prob_mi_fnr_lower","0.12"
"empirical_var_select_fit_logit_prob_mi_fnr_upper","0.48"
"empirical_var_select_fit_logit_prob_mi_fnr_bulk_ess","4453.42"
"empirical_var_select_fit_logit_prob_mi_fnr_tail_ess","5820.29"
"empirical_var_select_fit_logit_prob_mi_fnr_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs1_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs1_lower","-0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs1_upper","0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs1_bulk_ess","9377.3"
"empirical_var_select_fit_logit_prob_mi_coeffs1_tail_ess","7139.51"
"empirical_var_select_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs2_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs2_lower","-0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs2_upper","0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs2_bulk_ess","9377.3"
"empirical_var_select_fit_logit_prob_mi_coeffs2_tail_ess","7139.51"
"empirical_var_select_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs3_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs3_lower","-0.33"
"empirical_var_select_fit_logit_prob_mi_coeffs3_upper","0.29"
"empirical_var_select_fit_logit_prob_mi_coeffs3_bulk_ess","9043.22"
"empirical_var_select_fit_logit_prob_mi_coeffs3_tail_ess","6566.02"
"empirical_var_select_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs4_median","0.02"
"empirical_var_select_fit_logit_prob_mi_coeffs4_lower","-0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs4_upper","0.33"
"empirical_var_select_fit_logit_prob_mi_coeffs4_bulk_ess","6167.15"
"empirical_var_select_fit_logit_prob_mi_coeffs4_tail_ess","6356.26"
"empirical_var_select_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs5_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs5_lower","-0.21"
"empirical_var_select_fit_logit_prob_mi_coeffs5_upper","0.25"
"empirical_var_select_fit_logit_prob_mi_coeffs5_bulk_ess","8794.29"
"empirical_var_select_fit_logit_prob_mi_coeffs5_tail_ess","7199.51"
"empirical_var_select_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs6_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs6_lower","-0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs6_upper","0.19"
"empirical_var_select_fit_logit_prob_mi_coeffs6_bulk_ess","8355.71"
"empirical_var_select_fit_logit_prob_mi_coeffs6_tail_ess","7220.5"
"empirical_var_select_fit_logit_prob_mi_coeffs6_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs7_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs7_lower","-0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs7_upper","0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs7_bulk_ess","8497.43"
"empirical_var_select_fit_logit_prob_mi_coeffs7_tail_ess","7261.85"
"empirical_var_select_fit_logit_prob_mi_coeffs7_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs8_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs8_lower","-0.41"
"empirical_var_select_fit_logit_prob_mi_coeffs8_upper","0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs8_bulk_ess","7780.86"
"empirical_var_select_fit_logit_prob_mi_coeffs8_tail_ess","6294.24"
"empirical_var_select_fit_logit_prob_mi_coeffs8_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs9_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs9_lower","-0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs9_upper","0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs9_bulk_ess","8259.09"
"empirical_var_select_fit_logit_prob_mi_coeffs9_tail_ess","6873.81"
"empirical_var_select_fit_logit_prob_mi_coeffs9_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs10_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs10_lower","-0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs10_upper","0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs10_bulk_ess","8259.09"
"empirical_var_select_fit_logit_prob_mi_coeffs10_tail_ess","6873.81"
"empirical_var_select_fit_logit_prob_mi_coeffs10_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs11_median","0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs11_lower","-0.03"
"empirical_var_select_fit_logit_prob_mi_coeffs11_upper","0.56"
"empirical_var_select_fit_logit_prob_mi_coeffs11_bulk_ess","3128.3"
"empirical_var_select_fit_logit_prob_mi_coeffs11_tail_ess","4816.43"
"empirical_var_select_fit_logit_prob_mi_coeffs11_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs12_median","-0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs12_lower","-0.56"
"empirical_var_select_fit_logit_prob_mi_coeffs12_upper","0.03"
"empirical_var_select_fit_logit_prob_mi_coeffs12_bulk_ess","3128.3"
"empirical_var_select_fit_logit_prob_mi_coeffs12_tail_ess","4816.43"
"empirical_var_select_fit_logit_prob_mi_coeffs12_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs13_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs13_lower","-0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs13_upper","0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs13_bulk_ess","8363.09"
"empirical_var_select_fit_logit_prob_mi_coeffs13_tail_ess","7170.87"
"empirical_var_select_fit_logit_prob_mi_coeffs13_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs14_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs14_lower","-0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs14_upper","0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs14_bulk_ess","8363.09"
"empirical_var_select_fit_logit_prob_mi_coeffs14_tail_ess","7170.87"
"empirical_var_select_fit_logit_prob_mi_coeffs14_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs15_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs15_lower","-0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs15_upper","0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs15_bulk_ess","9503.29"
"empirical_var_select_fit_logit_prob_mi_coeffs15_tail_ess","7194.96"
"empirical_var_select_fit_logit_prob_mi_coeffs15_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs16_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs16_lower","-0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs16_upper","0.15"
"empirical_var_select_fit_logit_prob_mi_coeffs16_bulk_ess","8709.32"
"empirical_var_select_fit_logit_prob_mi_coeffs16_tail_ess","7583.86"
"empirical_var_select_fit_logit_prob_mi_coeffs16_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs17_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs17_lower","-0.15"
"empirical_var_select_fit_logit_prob_mi_coeffs17_upper","0.21"
"empirical_var_select_fit_logit_prob_mi_coeffs17_bulk_ess","9779.07"
"empirical_var_select_fit_logit_prob_mi_coeffs17_tail_ess","6913.39"
"empirical_var_select_fit_logit_prob_mi_coeffs17_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs18_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs18_lower","-0.26"
"empirical_var_select_fit_logit_prob_mi_coeffs18_upper","0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs18_bulk_ess","8111.67"
"empirical_var_select_fit_logit_prob_mi_coeffs18_tail_ess","7298.2"
"empirical_var_select_fit_logit_prob_mi_coeffs18_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs19_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs19_lower","-0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs19_upper","0.26"
"empirical_var_select_fit_logit_prob_mi_coeffs19_bulk_ess","8111.67"
"empirical_var_select_fit_logit_prob_mi_coeffs19_tail_ess","7298.2"
"empirical_var_select_fit_logit_prob_mi_coeffs19_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs20_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs20_lower","-0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs20_upper","0.17"
"empirical_var_select_fit_logit_prob_mi_coeffs20_bulk_ess","9478.53"
"empirical_var_select_fit_logit_prob_mi_coeffs20_tail_ess","6984.77"
"empirical_var_select_fit_logit_prob_mi_coeffs20_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs21_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs21_lower","-0.17"
"empirical_var_select_fit_logit_prob_mi_coeffs21_upper","0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs21_bulk_ess","9478.53"
"empirical_var_select_fit_logit_prob_mi_coeffs21_tail_ess","6984.77"
"empirical_var_select_fit_logit_prob_mi_coeffs21_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs22_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs22_lower","-0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs22_upper","0.13"
"empirical_var_select_fit_logit_prob_mi_coeffs22_bulk_ess","8973.3"
"empirical_var_select_fit_logit_prob_mi_coeffs22_tail_ess","7141.63"
"empirical_var_select_fit_logit_prob_mi_coeffs22_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs23_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs23_lower","-0.13"
"empirical_var_select_fit_logit_prob_mi_coeffs23_upper","0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs23_bulk_ess","8973.3"
"empirical_var_select_fit_logit_prob_mi_coeffs23_tail_ess","7141.63"
"empirical_var_select_fit_logit_prob_mi_coeffs23_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs24_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs24_lower","-0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs24_upper","0.18"
"empirical_var_select_fit_logit_prob_mi_coeffs24_bulk_ess","12106.88"
"empirical_var_select_fit_logit_prob_mi_coeffs24_tail_ess","7272.87"
"empirical_var_select_fit_logit_prob_mi_coeffs24_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs25_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs25_lower","-0.18"
"empirical_var_select_fit_logit_prob_mi_coeffs25_upper","0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs25_bulk_ess","12106.88"
"empirical_var_select_fit_logit_prob_mi_coeffs25_tail_ess","7272.87"
"empirical_var_select_fit_logit_prob_mi_coeffs25_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs26_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs26_lower","-0.21"
"empirical_var_select_fit_logit_prob_mi_coeffs26_upper","0.2"
"empirical_var_select_fit_logit_prob_mi_coeffs26_bulk_ess","10569.2"
"empirical_var_select_fit_logit_prob_mi_coeffs26_tail_ess","7085.3"
"empirical_var_select_fit_logit_prob_mi_coeffs26_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs27_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs27_lower","-0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs27_upper","0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs27_bulk_ess","8301.34"
"empirical_var_select_fit_logit_prob_mi_coeffs27_tail_ess","7363.25"
"empirical_var_select_fit_logit_prob_mi_coeffs27_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs28_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs28_lower","-0.16"
"empirical_var_select_fit_logit_prob_mi_coeffs28_upper","0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs28_bulk_ess","10186.19"
"empirical_var_select_fit_logit_prob_mi_coeffs28_tail_ess","6387.95"
"empirical_var_select_fit_logit_prob_mi_coeffs28_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs29_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs29_lower","-0.26"
"empirical_var_select_fit_logit_prob_mi_coeffs29_upper","0.23"
"empirical_var_select_fit_logit_prob_mi_coeffs29_bulk_ess","10550.93"
"empirical_var_select_fit_logit_prob_mi_coeffs29_tail_ess","6885.42"
"empirical_var_select_fit_logit_prob_mi_coeffs29_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs30_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs30_lower","-0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs30_upper","0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs30_bulk_ess","8098.71"
"empirical_var_select_fit_logit_prob_mi_coeffs30_tail_ess","7112.6"
"empirical_var_select_fit_logit_prob_mi_coeffs30_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs31_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs31_lower","-0.21"
"empirical_var_select_fit_logit_prob_mi_coeffs31_upper","0.27"
"empirical_var_select_fit_logit_prob_mi_coeffs31_bulk_ess","11235.29"
"empirical_var_select_fit_logit_prob_mi_coeffs31_tail_ess","7438.79"
"empirical_var_select_fit_logit_prob_mi_coeffs31_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs32_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs32_lower","-0.17"
"empirical_var_select_fit_logit_prob_mi_coeffs32_upper","0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs32_bulk_ess","10192.27"
"empirical_var_select_fit_logit_prob_mi_coeffs32_tail_ess","7154.91"
"empirical_var_select_fit_logit_prob_mi_coeffs32_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs33_median","0"
"empirical_var_select_fit_logit_prob_mi_coeffs33_lower","-0.22"
"empirical_var_select_fit_logit_prob_mi_coeffs33_upper","0.17"
"empirical_var_select_fit_logit_prob_mi_coeffs33_bulk_ess","10192.27"
"empirical_var_select_fit_logit_prob_mi_coeffs33_tail_ess","7154.91"
"empirical_var_select_fit_logit_prob_mi_coeffs33_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs34_median","-0.03"
"empirical_var_select_fit_logit_prob_mi_coeffs34_lower","-0.44"
"empirical_var_select_fit_logit_prob_mi_coeffs34_upper","0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs34_bulk_ess","6879.28"
"empirical_var_select_fit_logit_prob_mi_coeffs34_tail_ess","7481.97"
"empirical_var_select_fit_logit_prob_mi_coeffs34_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs35_median","0.03"
"empirical_var_select_fit_logit_prob_mi_coeffs35_lower","-0.11"
"empirical_var_select_fit_logit_prob_mi_coeffs35_upper","0.44"
"empirical_var_select_fit_logit_prob_mi_coeffs35_bulk_ess","6879.28"
"empirical_var_select_fit_logit_prob_mi_coeffs35_tail_ess","7481.97"
"empirical_var_select_fit_logit_prob_mi_coeffs35_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs36_median","0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs36_lower","-0.12"
"empirical_var_select_fit_logit_prob_mi_coeffs36_upper","0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs36_bulk_ess","9529.7"
"empirical_var_select_fit_logit_prob_mi_coeffs36_tail_ess","7213.81"
"empirical_var_select_fit_logit_prob_mi_coeffs36_rhat","1"
"empirical_var_select_fit_logit_prob_mi_coeffs37_median","-0.01"
"empirical_var_select_fit_logit_prob_mi_coeffs37_lower","-0.24"
"empirical_var_select_fit_logit_prob_mi_coeffs37_upper","0.12"
"empirical_var_select_fit_logit_prob_mi_coeffs37_bulk_ess","9529.7"
"empirical_var_select_fit_logit_prob_mi_coeffs37_tail_ess","7213.81"
"empirical_var_select_fit_logit_prob_mi_coeffs37_rhat","1"
