name	median	lower	upper	bulk_ess	tail_ess	rhat	idx	id
logit_prob_seq_ind[391]	-0.19559500000000002	-1.41345	1.05153	10299.96718613866	5321.408396842999	1.0003541753940013	391	391
logit_prob_seq_ind[392]	-2.0614299999999997	-2.9283	-1.28227	10243.140648080021	5019.927060922773	0.9998821619136353	392	392
logit_prob_seq_ind[393]	-0.825705	-1.52286	-0.0996186	13183.52908031796	5704.1467534412395	1.0002838142442652	393	393
logit_prob_seq_ind[394]	0.3585805	-1.25286	2.07419	11627.544414228587	5069.167641880494	0.9999666641369891	394	394
logit_prob_seq_ind[395]	0.2821805	-0.942811	1.6628	11402.647482851804	5275.225921943768	1.0014724048638923	395	395
logit_prob_seq_ind[396]	0.1159165	-1.04352	1.36242	13535.518814778216	4789.03666933896	0.9999398057085004	396	396
logit_prob_seq_ind[397]	-0.9947175	-1.77614	-0.284985	12058.243967235168	4762.62447741636	1.0009043239753974	397	397
logit_prob_seq_ind[398]	0.46566050000000003	-1.10036	2.06624	12316.876367985522	5527.758904937043	1.0000937833825514	398	398
logit_prob_seq_ind[399]	0.2453775	-1.47224	2.00202	11645.956349760456	5558.5568884972645	1.000184808882863	399	399
logit_prob_seq_ind[39]	0.682348	-0.540829	1.69879	10762.548006044113	4607.190677721791	1.0000508196929003	39	39
logit_prob_seq_ind[3]	-1.3182450000000001	-2.10353	-0.391827	12674.033239932525	5617.083994608293	0.9998784753286596	3	3
logit_prob_seq_ind[400]	-1.063755	-1.78604	-0.315528	12186.535438360808	5278.027822827198	0.9999338271037248	400	400
logit_prob_seq_ind[401]	-0.18809900000000002	-1.11805	0.831943	11390.653347260373	5631.08591653905	0.9998915940912713	401	401
logit_prob_seq_ind[402]	-0.401887	-1.29857	0.509509	10737.768283953612	4827.726796431159	1.0010389255459222	402	402
logit_prob_seq_ind[403]	-0.422442	-1.14129	0.254498	11337.28638295447	5397.104464134964	1.0002006885604378	403	403
logit_prob_seq_ind[404]	0.7141375	-0.0178846	1.47618	10189.725707892852	5103.286586984838	1.000551638145469	404	404
logit_prob_seq_ind[405]	1.222855	-0.0597733	2.66063	14152.819281852499	5360.515268347693	1.0011022643021528	405	405
